tDocumento;tTipoDocumento;tCodigoCliente;tCortesia;nNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nVenta;nRecargo;nDescuento;nPrecioOficial;nPropina;ntotal;nAbono;nVuelto;tCortesiaPago;tEstadoDocumento;tClientePago;tTurno;fPago;tCaja;tUsuario;tUsuarioAutoriza;fRegistro;tUsuarioAnulado;fRegistroAnulado;tObservacion;tSalon;tEmision;tConsumo;lReplica;tAutorizacion;tCodigoControl;tImpresora;tSerieImpresora;fDiaContable;tDescuento;fInicio;fCaducidad;tContribuyenteEspecial;tNumeroAutorizacion;nDescuentoNeto;lEnvioOfisis;lEstadoFacturacion;tRespFacturacion;lImpresionMonedaExtranjera;lImpresionAut;tImprTermica;tReserva;lAnticipo;femision;nLey1;UsuarioReimpresion;nReimpresion;CodigoVisaNet;CodigoMercadoPago;CodigoMercadoPagoEstatico;tordenCompra;tMotivoAnulacion
T00013000081899;2;;;15,625;2,8125;1,5625;0;20;0;0;0;NULL;NULL;100;80;NULL;2;NULL;1800000354;18/07/2018 18:44;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:44;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081898;2;;;24,21875;4,359375;2,421875;0;31;0;0;0;NULL;NULL;31;0;NULL;2;NULL;1800000354;18/07/2018 18:44;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:44;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081897;2;;;4,6875;0,84375;0,46875;0;6;0;0;0;NULL;NULL;20;14;NULL;2;NULL;1800000354;18/07/2018 18:44;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:43;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081896;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000354;18/07/2018 18:43;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:43;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081895;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000354;18/07/2018 18:43;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:43;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081894;2;;;54,6875;9,84375;5,46875;0;70;0;0;0;NULL;NULL;70;0;NULL;2;NULL;1800000354;18/07/2018 18:42;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:42;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081893;2;;;54,6875;9,84375;5,46875;0;70;0;0;0;NULL;NULL;70;0;NULL;2;NULL;1800000354;18/07/2018 18:40;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:39;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081892;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;12;0;NULL;2;NULL;1800000354;18/07/2018 18:39;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:37;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081891;2;;;3,125;0,5625;0,3125;0;4;0;0;0;NULL;NULL;4;0;NULL;2;NULL;1800000354;18/07/2018 18:32;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:32;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081890;2;;;23,4375;4,21875;2,34375;0;30;0;0;0;NULL;NULL;30;0;NULL;2;NULL;1800000354;18/07/2018 18:30;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:29;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081889;2;;;15,625;2,8125;1,5625;0;20;0;0;0;NULL;NULL;20;0;NULL;2;NULL;1800000354;18/07/2018 18:28;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:28;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081888;2;;;37,5;6,75;3,75;0;48;0;0;0;NULL;NULL;48;0;NULL;2;NULL;1800000354;18/07/2018 18:26;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:26;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081887;2;;;69,53125;12,515625;6,953125;0;89;0;0;0;NULL;NULL;89;0;NULL;2;NULL;1800000354;18/07/2018 18:16;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:16;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081886;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;12;0;NULL;2;NULL;1800000354;18/07/2018 18:13;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:13;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081885;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;20;6;NULL;2;NULL;1800000354;18/07/2018 18:11;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:11;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081884;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;22;10;NULL;2;NULL;1800000354;18/07/2018 18:11;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:11;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081883;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000354;18/07/2018 18:10;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:09;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081882;2;;;17,1875;3,09375;1,71875;0;22;0;0;0;NULL;NULL;22;0;NULL;2;NULL;1800000354;18/07/2018 18:08;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:08;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081881;2;;;28,90625;5,203125;2,890625;0;37;0;0;0;NULL;NULL;37;0;NULL;2;NULL;1800000354;18/07/2018 18:06;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:05;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081880;2;;;22,65625;4,078125;2,265625;0;29;0;0;0;NULL;NULL;29;0;NULL;2;NULL;1800000354;18/07/2018 18:05;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:05;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081879;2;;;21,875;3,9375;2,1875;0;28;0;0;0;NULL;NULL;28;0;NULL;2;NULL;1800000354;18/07/2018 18:04;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:04;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081878;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;50;38;NULL;2;NULL;1800000354;18/07/2018 18:03;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:03;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081877;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000354;18/07/2018 18:02;1;MORBEGOSO;MORBEGOSO;18/07/2018 18:02;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081876;2;;;18,75;3,375;1,875;0;24;0;0;0;NULL;NULL;24;0;NULL;2;NULL;1800000354;18/07/2018 18:02;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:57;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081875;2;;;35,9375;6,46875;3,59375;0;46;0;0;0;NULL;NULL;50;4;NULL;2;NULL;1800000354;18/07/2018 17:56;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:56;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081874;2;;;32,03125;5,765625;3,203125;0;41;0;0;0;NULL;NULL;100;59;NULL;2;NULL;1800000354;18/07/2018 17:55;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:55;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081873;2;;;30,46875;5,484375;3,046875;0;39;0;0;0;NULL;NULL;50;11;NULL;2;NULL;1800000354;18/07/2018 17:55;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:53;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081872;2;;;28,90625;5,203125;2,890625;0;37;0;0;0;NULL;NULL;50;13;NULL;2;NULL;1800000354;18/07/2018 17:40;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:40;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081871;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;14;0;NULL;2;NULL;1800000354;18/07/2018 17:37;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:35;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081870;2;;;20,3125;3,65625;2,03125;0;26;0;0;0;NULL;NULL;30;4;NULL;2;NULL;1800000354;18/07/2018 17:35;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:34;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081869;2;;;15,625;2,8125;1,5625;0;20;0;0;0;NULL;NULL;20;0;NULL;2;NULL;1800000354;18/07/2018 17:32;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:32;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081868;2;;;23,4375;4,21875;2,34375;0;30;0;0;0;NULL;NULL;100;70;NULL;2;NULL;1800000354;18/07/2018 17:31;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:31;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081867;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;20;6;NULL;2;NULL;1800000354;18/07/2018 17:28;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:28;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081866;2;;;54,6875;9,84375;5,46875;0;70;0;0;0;NULL;NULL;70;0;NULL;2;NULL;1800000354;18/07/2018 17:26;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:26;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081865;2;;;35,9375;6,46875;3,59375;0;46;0;0;0;NULL;NULL;46;0;NULL;2;NULL;1800000354;18/07/2018 17:23;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:22;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081864;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;22;10;NULL;2;NULL;1800000354;18/07/2018 17:18;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:18;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081863;2;;;9,375;1,6875;0,9375;0;12;0;0;0;NULL;NULL;50;38;NULL;2;NULL;1800000354;18/07/2018 17:18;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:18;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081862;2;;;42,96875;7,734375;4,296875;0;55;0;0;0;NULL;NULL;55;0;NULL;2;NULL;1800000354;18/07/2018 17:14;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:14;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081861;2;;;19,53125;3,515625;1,953125;0;25;0;0;0;NULL;NULL;25;0;NULL;2;NULL;1800000354;18/07/2018 17:14;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:13;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081860;2;;;19,53125;3,515625;1,953125;0;25;0;0;0;NULL;NULL;25;0;NULL;2;NULL;1800000354;18/07/2018 17:13;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:12;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081859;2;;;50,78125;9,140625;5,078125;0;65;0;0;0;NULL;NULL;65;0;NULL;2;NULL;1800000354;18/07/2018 17:10;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:10;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081858;2;;;5,46875;0,984375;0,546875;0;7;0;0;0;NULL;NULL;10;3;NULL;2;NULL;1800000354;18/07/2018 17:05;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:05;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081857;2;;;35,9375;6,46875;3,59375;0;46;0;0;0;NULL;NULL;50;4;NULL;2;NULL;1800000354;18/07/2018 17:01;1;MORBEGOSO;MORBEGOSO;18/07/2018 17:00;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081856;2;;;10,9375;1,96875;1,09375;0;14;0;0;0;NULL;NULL;20;6;NULL;2;NULL;1800000354;18/07/2018 16:59;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:58;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081855;2;;;21,875;3,9375;2,1875;0;28;0;0;0;NULL;NULL;28;0;NULL;2;NULL;1800000354;18/07/2018 16:58;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:58;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081854;2;;;16,40625;2,953125;1,640625;0;21;0;0;0;NULL;NULL;21;0;NULL;2;NULL;1800000354;18/07/2018 16:58;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:57;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081853;2;;;14,0625;2,53125;1,40625;0;18;0;0;0;NULL;NULL;18;0;NULL;2;NULL;1800000354;18/07/2018 16:57;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:57;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081852;2;;;21,875;3,9375;2,1875;0;28;0;0;0;NULL;NULL;100;72;NULL;2;NULL;1800000354;18/07/2018 16:56;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:55;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081851;2;;;18,75;3,375;1,875;0;24;0;0;0;NULL;NULL;50;26;NULL;2;NULL;1800000354;18/07/2018 16:52;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:52;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081850;2;;;23,4375;4,21875;2,34375;0;30;0;0;0;NULL;NULL;30;0;NULL;2;NULL;1800000354;18/07/2018 16:48;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:48;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081849;2;;;7,8125;1,40625;0,78125;0;10;0;0;0;NULL;NULL;10;0;NULL;2;NULL;1800000354;18/07/2018 16:45;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:45;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081848;2;;;71,875;12,9375;7,1875;0;92;0;0;0;NULL;NULL;92;0;NULL;2;NULL;1800000354;18/07/2018 16:44;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:44;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081847;2;;;19,53125;3,515625;1,953125;0;25;0;0;0;NULL;NULL;40;15;NULL;2;NULL;1800000354;18/07/2018 16:43;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:43;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081846;2;;;27,9296875;5,02734375;2,79296875;0;35,75;0;9,25;0;NULL;NULL;35,75;0;NULL;2;NULL;1800000354;18/07/2018 16:37;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:37;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;1;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;1;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
T00013000081845;2;;;18,75;3,375;1,875;0;24;0;0;0;NULL;NULL;25;1;NULL;2;NULL;1800000354;18/07/2018 16:37;1;MORBEGOSO;MORBEGOSO;18/07/2018 16:37;NULL;NULL;NULL;1;NULL;;1;;;1;FFCF290063;18/07/2018 0:00;;01/01/1900 0:00;01/01/1900 0:00;0;NULL;NULL;0;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
